200	118
210	121
220	120
230	122
240	124
250	119
260	107
270	96
280	99
290	111
300	126
310	134
320	139
330	143
340	145
350	146
360	144
370	144
380	155
390	170
400	180
420	198
440	213
460	227
480	240
500	253
520	265
540	277
560	288
580	299
600	310
620	320
640	328
660	336
680	341
700	344
720	345
740	344
760	339
780	332
800	319
820	305
840	286
860	263
880	238
900	210
920	180
940	150
960	120
980	93
1000	67
